"age","identifies_as_man","identifies_as_woman","identifies_as_hispanic_or_latinx","identifies_as_black","identifies_as_white","highest_education_level","length_in_this_facility","state","party","how_often_discuss_politics","how_get_news","ever_voted","direction_country_headed","how_often_officials_acting_in_your_interest","which_party_for_cj_reform","stance_on_assault_weapons_ban","stance_on_marijuana_legalization","stance_on_tightening_border_security","stance_on_raise_min_wage","race_affects_politics","should_incarcerated_vote","incarceration_impacts_motivation_to_vote","politics_changed_since_incarcerated","cj_important_issue_eliminating_mandatory_mins","cj_important_issue_reducing_racial_bias","cj_important_issue_abolishing_death_penalty","cj_important_issue_lowering_incarceration_rates_rural_communities","cj_important_issue_improving_prison_conds","cj_important_issue_restoring_voting_rights","cj_important_issue_reducing_prison_pop","cj_important_issue_ending_war_on_drugs","cj_important_issue_ending_private_prisons","cj_important_issue_lowering_sentences_violent_crimes","cj_important_issue_raising_wages_incarcerated_workers","who_vote_for","approve_disapprove_trump","n"
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","KS","Independent","Very Frequently","Local TV news","No","Wrong track","Rarely","Republicans","Undecided","Strongly support","Strongly oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","1","0","0","0","1","Julian Castro","Disapprove",30
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Local TV news","No","Wrong track","Rarely","Republicans","Strongly support","Undecided","Support","Strongly support","Not at all","No","No impact","Yes","1","0","0","0","0","1","0","0","0","0","1","Elizabeth Warren","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Do not read / watch / listen to the news","Yes","Wrong track","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Not at all","Yes","No impact","No","0","0","0","0","1","0","1","0","0","0","1","Elizabeth Warren","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Local TV news","Yes","Wrong track","Rarely","Don't know / No opinion","Strongly support","Strongly support","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","No","0","0","0","0","1","1","0","0","0","1","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Local TV news","Yes","In between","Don't know / No opinion","Don't know / No opinion","Undecided","Support","Strongly support","Strongly support","Not at all","Yes","No impact","No","0","0","0","0","1","0","1","0","0","0","1","Joe Biden","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Local radio","No","Wrong track","Rarely","Don't know / No opinion","Support","Oppose","Undecided","Support","Somewhat","Yes","Slightly increased my motivation to vote","Yes","1","0","0","0","1","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Local TV news","No","Wrong track","Sometimes","Don't know / No opinion","Strongly oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","Slightly decreased my motivation to vote","No","0","0","0","0","1","1","0","0","0","1","0","Kamala Harris","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Very Frequently","Local TV news","Yes","Wrong track","Rarely","Neither is committed","Support","Strongly support","Strongly oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","1","0","0","1","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Frequently","Local TV news","No","No opinion","Rarely","Don't know / No opinion","Undecided","Support","Oppose","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","1","0","0","1","0","0","1","0","0","0","0","Amy Klobuchar","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Strongly support","Oppose","Strongly support","Not at all","Yes","No impact","No","0","0","0","0","0","0","0","1","0","1","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Frequently","Local TV news","No","In between","Rarely","Republicans","Oppose","Support","Strongly support","Strongly support","A great deal","Yes","Slightly increased my motivation to vote","Yes","1","1","0","0","0","0","0","1","0","0","0","Joe Biden","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Never","Local TV news","No","Wrong track","Never","Don't know / No opinion","Undecided","Support","Support","Strongly support","Not sure","Don't know / No opinion","No impact","No","1","0","0","0","0","0","1","0","0","1","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Strongly support","Support","Strongly support","Somewhat","Yes","No impact","Yes","0","0","0","0","0","0","1","0","0","1","1","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Very Frequently","Cable news","No","Wrong track","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Support","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","1","1","0","0","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Local TV news","No","Wrong track","Rarely","Neither is committed","Strongly oppose","Strongly support","Undecided","Strongly support","Not sure","Yes","Slightly increased my motivation to vote","Yes","0","0","0","1","0","0","1","1","0","0","0","Bernie Sanders","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Word of mouth","No","In between","Rarely","Don't know / No opinion","Undecided","Strongly support","Strongly support","Strongly support","Not sure","Don't know / No opinion","No impact","Yes","0","0","0","0","0","0","1","0","0","1","0","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Local TV news","Yes","Wrong track","Rarely","Neither is committed","Strongly oppose","Strongly support","Oppose","Strongly support","Somewhat","Yes","Increased my motivation to vote","No","0","0","0","1","0","1","1","0","0","0","0","Donald Trump","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Do not have access to news","No","In between","Rarely","Don't know / No opinion","Undecided","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","No","1","0","0","1","0","0","0","0","1","0","0","Elizabeth Warren","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Never","Local TV news","Yes","Wrong track","Never","Neither is committed","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Not at all","Yes","No impact","No","0","0","0","0","1","0","1","0","0","1","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Word of mouth","No","In between","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Oppose","Strongly support","Not at all","Yes","No impact","No","0","0","1","0","0","0","0","0","1","1","0","Tom Steyer","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Local TV news","No","Wrong track","Never","Democrats","Undecided","Support","Undecided","Strongly support","Not sure","Yes","No impact","Yes","0","0","0","0","0","0","0","1","0","1","1","Bernie Sanders","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Newspapers","Yes","In between","Sometimes","Don't know / No opinion","Oppose","Support","Undecided","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","No","0","1","0","0","1","0","0","1","0","0","0","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Newspapers","No","In between","Sometimes","Don't know / No opinion","Support","Support","Strongly support","Strongly support","Somewhat","No","No impact","No","0","0","0","1","0","0","0","1","1","0","0","Amy Klobuchar","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Newspapers","Yes","Right direction","Always","Neither is committed","Support","Support","Support","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","Yes","0","0","0","1","0","0","1","1","0","0","0","Don't Know / Would not vote","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Local radio","Yes","In between","Sometimes","Neither is committed","Strongly support","Strongly support","Strongly support","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","1","0","0","Andrew Yang","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Never","Local TV news","No","Wrong track","Never","Neither is committed","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","0","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Never","Local TV news","No","In between","Never","Don't know / No opinion","Oppose","Strongly support","Oppose","Strongly support","Not sure","Yes","No impact","Yes","0","1","0","0","1","1","0","0","0","0","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Frequently","Newspapers","No","No opinion","Don't know / No opinion","Don't know / No opinion","Strongly oppose","Undecided","Strongly support","Strongly support","A great deal","Yes","No impact","Yes","0","0","0","1","0","0","1","0","0","1","0","Donald Trump","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Local radio, Local TV news","No","Wrong track","Rarely","Neither is committed","Undecided","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","1","1","0","1","0","0","0","0","Amy Klobuchar","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Strongly oppose","Strongly support","Undecided","Strongly support","Not sure","Yes","Decreased my motivation to vote","Yes","1","0","0","0","1","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Local TV news","No","Right direction","Don't know / No opinion","Republicans","Support","Strongly support","Strongly support","Support","A great deal","Yes","Slightly increased my motivation to vote","No","0","0","0","0","1","0","0","1","0","0","1","Tom Steyer","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Word of mouth","No","Wrong track","Don't know / No opinion","Don't know / No opinion","Oppose","Strongly support","Oppose","Strongly support","Not sure","Yes","No impact","Yes","0","0","0","0","1","0","0","0","0","1","1","Bernie Sanders","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Never","Local TV news","No","No opinion","Sometimes","Don't know / No opinion","Undecided","Strongly support","Support","Strongly support","Not sure","Yes","No impact","No","0","0","0","0","1","0","0","1","0","0","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","National public radio","No","Wrong track","Rarely","Don't know / No opinion","Undecided","Strongly oppose","Support","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","No","1","0","0","0","0","0","1","0","0","0","1","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Frequently","Local TV news","No","Wrong track","Sometimes","Democrats","Undecided","Strongly support","Undecided","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","1","0","0","1","0","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Local TV news","No","Right direction","Sometimes","Don't know / No opinion","Oppose","Strongly support","Strongly support","Strongly support","Not sure","Yes","Slightly increased my motivation to vote","No","0","0","0","0","0","1","1","1","0","0","0","Donald Trump","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Local TV news","No","Wrong track","Sometimes","Democrats","Strongly oppose","Strongly support","Strongly support","Strongly support","Not sure","Yes","Increased my motivation to vote","No","1","0","0","1","0","0","0","0","1","0","0","Donald Trump","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Occasionally","Local TV news","No","In between","Sometimes","Don't know / No opinion","Undecided","Strongly support","Oppose","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","Yes","0","1","1","0","0","1","0","0","0","0","0","Bernie Sanders","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Local TV news","Yes","Wrong track","Rarely","They're equally committed","Undecided","Strongly support","Undecided","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","1","0","0","0","1","0","0","1","0","0","0","Joe Biden","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Frequently","Local TV news","Yes","In between","Sometimes","Don't know / No opinion","Strongly support","Strongly support","Support","Strongly support","Somewhat","Don't know / No opinion","No impact","No","1","0","0","1","0","0","1","0","0","0","0","Cory Booker","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Rarely","Local TV news","No","Wrong track","Rarely","They're equally committed","Undecided","Strongly support","Undecided","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","Yes","1","0","0","0","1","0","0","1","0","0","0","Joe Biden","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Never","Word of mouth","No","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Undecided","Undecided","Strongly support","Not sure","Yes","No impact","No","0","1","0","1","1","0","0","0","0","0","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Independent","Very Frequently","Local radio","No","Wrong track","Rarely","Don't know / No opinion","Support","Support","Undecided","Support","Not sure","Yes","Decreased my motivation to vote","Yes","0","1","0","0","1","0","0","0","0","0","1","Elizabeth Warren","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Local TV news","No","Wrong track","Never","Don't know / No opinion","Oppose","Strongly support","Undecided","Strongly support","Not at all","Yes","Increased my motivation to vote","No","1","0","0","0","1","0","1","0","0","0","0","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Cable news","No","Wrong track","Rarely","Don't know / No opinion","Support","Strongly support","Oppose","Support","Not at all","Yes","Increased my motivation to vote","Yes","1","1","0","0","0","0","1","0","0","0","0","Bernie Sanders","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local radio","No","Right direction","Very often","Don't know / No opinion","Strongly support","Support","Strongly support","Strongly support","Not at all","Yes","Decreased my motivation to vote","Yes","0","0","0","0","1","0","0","1","1","0","0","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Never","Local TV news","No","In between","Very often","Don't know / No opinion","Support","Support","Support","Support","Not at all","Yes","No impact","No","0","1","0","1","0","0","0","1","0","0","0","Don't Know / Would not vote","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Local TV news","Yes","In between","Sometimes","Don't know / No opinion","Strongly oppose","Strongly support","Undecided","Strongly support","Not at all","Yes","Increased my motivation to vote","No","0","0","0","0","1","1","0","0","0","0","1","Donald Trump","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Never","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Strongly support","Strongly support","Undecided","Strongly support","Not sure","Yes","No impact","No","0","1","0","0","0","0","1","0","0","0","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Newspapers","No","Right direction","Sometimes","Don't know / No opinion","Strongly support","Strongly support","Strongly oppose","Strongly support","Not sure","Yes","No impact","Yes","0","0","0","0","1","1","0","1","0","0","0","Elizabeth Warren","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Newspapers","Yes","Right direction","Sometimes","Neither is committed","Undecided","Strongly support","Strongly oppose","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","1","1","0","1","0","0","Donald Trump","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Frequently","Word of mouth","No","Wrong track","Never","Don't know / No opinion","Oppose","Strongly support","Strongly support","Strongly support","A great deal","Yes","No impact","Yes","0","0","0","0","1","0","0","0","0","0","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Local TV news","No","In between","Don't know / No opinion","Don't know / No opinion","Undecided","Strongly support","Undecided","Support","A great deal","Don't know / No opinion","No impact","No","0","0","0","0","0","0","0","0","0","0","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Word of mouth","No","Wrong track","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Undecided","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","1","0","0","0","1","0","Bernie Sanders","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Never","Local TV news","No","Wrong track","Don't know / No opinion","Don't know / No opinion","Support","Support","Undecided","Oppose","Not at all","Yes","No impact","Yes","1","0","0","0","0","0","1","1","0","0","0","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Never","Word of mouth","No","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Strongly support","Undecided","Strongly support","Not sure","Yes","No impact","No","0","0","0","0","0","0","0","0","0","1","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Never","Do not read / watch / listen to the news","No","Wrong track","Never","Neither is committed","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Not sure","Yes","No impact","No","0","0","0","0","1","0","0","0","0","1","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local TV news","Yes","In between","Don't know / No opinion","Don't know / No opinion","Strongly support","Strongly support","Undecided","Support","Not sure","No","No impact","No","1","0","0","0","0","0","1","1","0","0","0","Donald Trump","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Never","Local TV news","No","Wrong track","Never","Don't know / No opinion","Oppose","Strongly support","Undecided","Undecided","Not sure","Don't know / No opinion","No impact","No","1","1","1","0","0","0","0","0","0","0","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Never","Local TV news","No","Wrong track","Don't know / No opinion","Neither is committed","Undecided","Strongly support","Strongly support","Strongly support","Not at all","Yes","No impact","No","1","0","0","0","0","0","1","1","0","0","0","Bernie Sanders","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Frequently","National public radio","No","Wrong track","Rarely","They're equally committed","Undecided","Undecided","Undecided","Oppose","Not at all","No","Slightly increased my motivation to vote","No","0","0","0","0","0","0","0","0","0","1","1","Joe Biden","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Never","Local TV news","No","Wrong track","Never","Neither is committed","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Not sure","Yes","No impact","No","1","0","0","0","0","0","1","1","0","0","0","Bernie Sanders","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Local TV news","No","In between","Never","Don't know / No opinion","Strongly oppose","Strongly support","Strongly oppose","Support","Not sure","Yes","No impact","Yes","1","1","0","0","0","0","1","0","0","0","0","Bernie Sanders","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local TV news","No","In between","Never","They're equally committed","Undecided","Strongly support","Oppose","Strongly support","Not at all","Yes","No impact","Yes","1","0","0","1","0","0","1","0","0","0","0","Pete Buttigieg","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Newspapers","No","Wrong track","Sometimes","Don't know / No opinion","Oppose","Strongly support","Undecided","Strongly support","Not at all","Yes","No impact","No","0","0","0","0","1","0","1","0","0","0","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Strongly oppose","Strongly support","Oppose","Strongly support","A great deal","Yes","No impact","Yes","0","0","0","0","1","0","1","0","0","0","1","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","National public radio","No","In between","Rarely","Neither is committed","Strongly support","Undecided","Support","Support","Not at all","Yes","Slightly increased my motivation to vote","No","0","0","0","0","0","1","1","0","0","1","0","Bernie Sanders","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Newspapers","No","Wrong track","Sometimes","Don't know / No opinion","Undecided","Strongly support","Strongly oppose","Strongly support","Not at all","Yes","Decreased my motivation to vote","No","0","1","1","0","0","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Do not have access to news","No","In between","Never","Neither is committed","Oppose","Support","Oppose","Support","Not at all","Yes","Decreased my motivation to vote","No","1","0","0","0","0","0","1","0","0","0","1","Andrew Yang","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local TV news","No","In between","Rarely","Don't know / No opinion","Undecided","Strongly support","Undecided","Strongly support","Not sure","Yes","Slightly decreased my motivation to vote","No","0","0","0","0","0","0","1","0","1","0","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local TV news","No","In between","Rarely","Republicans","Strongly oppose","Strongly support","Support","Undecided","Somewhat","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","1","0","1","0","1","Donald Trump","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Strongly support","Undecided","Strongly support","Not sure","Yes","No impact","Yes","0","0","0","1","0","0","1","1","0","0","0","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Local TV news","No","In between","Sometimes","Neither is committed","Undecided","Strongly support","Oppose","Undecided","Not sure","Yes","Slightly increased my motivation to vote","Yes","0","0","0","0","1","1","1","0","0","0","0","Bernie Sanders","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Cable news","Yes","Wrong track","Sometimes","Democrats","Strongly support","Strongly support","Undecided","Strongly support","A great deal","Yes","Slightly increased my motivation to vote","No","0","0","0","0","0","0","1","0","0","0","0","Bernie Sanders","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Very Frequently","Newspapers","No","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Strongly support","Undecided","Strongly support","Not sure","Don't know / No opinion","No impact","No","0","0","0","1","0","0","0","1","0","0","1","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Very Frequently","Newspapers","No","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Strongly support","Undecided","Strongly support","A great deal","Yes","Decreased my motivation to vote","No","0","0","0","0","0","0","0","0","0","1","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Frequently","Do not read / watch / listen to the news","No","Wrong track","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Strongly support","Strongly support","Not sure","Don't know / No opinion","No impact","No","0","1","0","1","1","0","0","0","0","0","0","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local radio","Yes","No opinion","Rarely","Neither is committed","Strongly support","Strongly support","Undecided","Strongly support","Somewhat","Yes","Decreased my motivation to vote","Yes","0","0","0","0","0","1","0","1","0","0","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Never","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Oppose","Strongly support","Undecided","Strongly support","Not sure","Yes","No impact","No","0","0","0","1","1","0","0","1","0","0","0","Don't Know / Would not vote","Approve",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local TV news","No","Wrong track","Rarely","Don't know / No opinion","Strongly support","Strongly support","Undecided","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","1","0","0","0","0","1","Pete Buttigieg","Disapprove",42
