"age","identifies_as_man","identifies_as_woman","identifies_as_hispanic_or_latinx","identifies_as_black","identifies_as_white","highest_education_level","length_in_this_facility","state","party","how_often_discuss_politics","how_get_news","ever_voted","direction_country_headed","how_often_officials_acting_in_your_interest","which_party_for_cj_reform","stance_on_assault_weapons_ban","stance_on_marijuana_legalization","stance_on_tightening_border_security","stance_on_raise_min_wage","race_affects_politics","should_incarcerated_vote","incarceration_impacts_motivation_to_vote","politics_changed_since_incarcerated","cj_important_issue_eliminating_mandatory_mins","cj_important_issue_reducing_racial_bias","cj_important_issue_abolishing_death_penalty","cj_important_issue_lowering_incarceration_rates_rural_communities","cj_important_issue_improving_prison_conds","cj_important_issue_restoring_voting_rights","cj_important_issue_reducing_prison_pop","cj_important_issue_ending_war_on_drugs","cj_important_issue_ending_private_prisons","cj_important_issue_lowering_sentences_violent_crimes","cj_important_issue_raising_wages_incarcerated_workers","who_vote_for","approve_disapprove_trump","n"
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Occasionally","Local TV news","Yes","In between","Sometimes","Neither is committed","Undecided","Support","Support","Support","Not at all","Yes","No impact","No","1","0","0","0","0","0","0","1","0","1","0","Bernie Sanders","No opinion",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Frequently","Local TV news","Yes","In between","Sometimes","Neither is committed","Oppose","Undecided","Support","Oppose","A great deal","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","1","0","1","1","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Frequently","Cable news","Yes","Right direction","Rarely","Republicans","Strongly oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","1","0","0","1","0","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Very Frequently","Local TV news","Yes","Wrong track","Rarely","Republicans","Strongly support","Support","Strongly support","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","1","0","1","1","0","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Very Frequently","Local TV news","Yes","Right direction","Always","Democrats","Strongly oppose","Strongly support","Strongly support","Strongly support","Somewhat","Yes","Increased my motivation to vote","No","0","0","0","0","1","0","1","0","0","0","1","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Frequently","Local TV news","Yes","In between","Rarely","Republicans",NA,"Strongly support","Strongly support","Undecided","Somewhat","Yes","Increased my motivation to vote","Yes","1","1","0","0","0","0","0","0","0","1","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Frequently","Local TV news","Yes","In between","Sometimes","Republicans","Oppose","Support","Strongly support","Strongly oppose","Not at all","Yes","Increased my motivation to vote","No","0","0","0","0","0","0","0","0","0","0","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Frequently","Local TV news","No","Wrong track","Sometimes","Republicans","Strongly support","Support","Strongly support","Strongly support","Somewhat","Yes","No impact","Yes","0","0","0","0","0","0","1","1","1","0","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Occasionally","Local TV news","Yes","Wrong track","Rarely","Republicans","Strongly oppose","Support","Support","Strongly oppose","Not sure","Yes","No impact","No","0","0","0","1","0","1","1","0","0","0","0","Donald Trump","No opinion",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Frequently","Newspapers","Yes","Wrong track","Rarely","Neither is committed","Strongly oppose","Support","Support","Support","Somewhat","Yes","Increased my motivation to vote","No","0","0","0","1","0","1","1","0","0","0","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Frequently","Local TV news","Yes","Right direction","Rarely","Republicans","Support","Strongly support","Strongly support","Undecided","Somewhat","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","1","0","0","0","0","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Occasionally","Newspapers","No","Right direction","Sometimes","Democrats","Support","Support","Support","Support","Not at all","Yes","Slightly increased my motivation to vote","No","1","0","0","0","0","0","1","1","0","0","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Rarely","Local TV news","Yes","Wrong track","Never","Republicans","Oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","No impact","No","0","0","0","0","1","0","1","1","0","0","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Frequently","Local TV news","No","No opinion","Sometimes","Don't know / No opinion","Strongly oppose","Strongly support","Support","Oppose","Not at all","Yes","No impact","No","1","0","0","1","0","1","0","0","0","0","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Rarely","Local TV news","No","Wrong track","Never","Neither is committed","Strongly oppose","Strongly support","Strongly support","Oppose","Not at all","Yes","Decreased my motivation to vote","No","1","0","0","0","0","0","0","0","1","1","0","Bernie Sanders","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Republican party","Occasionally","Local TV news","Yes","In between","Sometimes","Don't know / No opinion","Oppose","Strongly support","Undecided","Strongly support","Not sure","Yes","Decreased my motivation to vote","No","0","0","0","1","0","0","1","1","0","0","0","Donald Trump","Approve",84
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local radio","No","Right direction","Sometimes","Neither is committed","Undecided","Undecided","Support","Support","Somewhat","No","No impact","Yes","0","0","0","0","0","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local TV news","Yes","Right direction","Sometimes","Republicans","Undecided","Support","Strongly support","Oppose","Not at all","No","No impact","Yes","0","0","0","0","0","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local TV news","No","Right direction","Sometimes","Republicans","Oppose","Strongly support","Strongly support","Undecided","Not sure","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","1","0","0","0","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local radio","Yes","Right direction","Rarely","Neither is committed","Oppose","Strongly support","Strongly support","Strongly oppose","Not at all","Yes","Increased my motivation to vote","No","0","0","1","0","1","0","0","0","0","0","1","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Rarely","Cable news","Yes","Wrong track","Rarely","Republicans","Strongly support","Strongly support","Strongly support","Strongly oppose","Not sure","No","No impact","No","0","1","0","0","1","0","1","0","0","0","0","Don't Know / Would not vote","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Occasionally","Local radio","No","In between","Sometimes","Republicans","Oppose","Support","Support","Oppose","Not at all","Yes","No impact","Yes","1","0","0","1","0","0","1","0","0","0","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Occasionally","Local TV news","No","In between","Never","Don't know / No opinion","Strongly support","Undecided","Support","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Occasionally","Local TV news","Yes","In between","Rarely","Neither is committed","Oppose","Strongly support","Support","Oppose","Somewhat","Yes","Increased my motivation to vote","No","1","0","0","0","0","1","0","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","Yes","Wrong track","Very often","Republicans","Strongly oppose","Oppose","Strongly support","Strongly oppose","Not at all","Yes","No impact","No","0","0","0","0","1","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Occasionally","Local TV news","No","Right direction","Sometimes","Neither is committed","Oppose","Support","Strongly support","Oppose","Somewhat","No","Slightly increased my motivation to vote","Yes","0","0","0","0","0","0","1","1","1","0","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Never","Do not read / watch / listen to the news","Yes","Wrong track","Never","Neither is committed","Strongly oppose","Undecided","Undecided","Oppose","Not sure","Yes","No impact","No","1","1","0","0","0","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local TV news","Yes","Right direction","Sometimes","Neither is committed","Support","Strongly support","Support","Support","Somewhat","Yes","No impact","Yes","0","0","1","0","0","0","0","0","0","1","1","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local TV news","No","In between","Never","Republicans","Support","Support","Strongly support","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","Yes","Wrong track","Sometimes","Republicans","Oppose","Undecided","Strongly support","Oppose","Not at all","Yes","Increased my motivation to vote","No","1","0","0","0","0","1","0","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","Yes","Right direction","Never","Republicans","Oppose","Support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","1","0","0","1","0","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","National public radio","Yes","Wrong track","Rarely","Republicans","Oppose","Oppose","Strongly support","Undecided","Not sure","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Rarely","Word of mouth","No","Wrong track","Rarely","Neither is committed","Oppose","Support","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","No","1","0","1","0","0","1","0","0","0","0","0","Don't Know / Would not vote","Disapprove",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","No","Wrong track","Sometimes","Republicans","Strongly support","Undecided","Strongly support","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","0","0","0","1","0","0","1","0","0","1","0","Elizabeth Warren","Disapprove",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","National public radio","No","In between","Rarely","Republicans","Strongly support","Oppose","Strongly support","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","1","0","1","0","0","Donald Trump","No opinion",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Occasionally","Local TV news","No","Right direction","Sometimes","Don't know / No opinion","Undecided","Support","Strongly support","Undecided","Not at all","Don't know / No opinion","No impact","No","0","0","0","0","0","0","1","0","0","1","1","Don't Know / Would not vote","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Occasionally","Local TV news","Yes","Right direction","Rarely","Republicans","Strongly oppose","Undecided","Strongly support","Support","Not at all","Yes","Slightly increased my motivation to vote","No","0","0","0","0","1","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local TV news","Yes","In between","Sometimes","Neither is committed","Oppose","Strongly oppose","Strongly oppose","Support","Somewhat","Yes","Increased my motivation to vote","No","0","0","0","0","1","1","1","0","0","0","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local TV news","No","Right direction","Sometimes","Democrats","Strongly support","Strongly oppose","Strongly support","Strongly oppose","Somewhat","No","No impact","No","1","0","0","0","0","0","0","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Occasionally","Local TV news","No","Wrong track","Sometimes","Don't know / No opinion","Support","Support","Support","Support","Somewhat","Yes","No impact","Yes","0","0","0","0","1","0","1","0","0","1","0","Don't Know / Would not vote","Disapprove",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","Yes","In between","Sometimes","Democrats","Undecided","Support","Oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","1","1","0","0","0","0","1","0","0","0","Joe Biden","No opinion",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Rarely","Local TV news","No","Right direction","Never","Don't know / No opinion","Strongly oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","0","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","No","Right direction","Sometimes","Republicans","Oppose","Support","Strongly support","Oppose","Not at all","Yes","Increased my motivation to vote","Yes","0","0","1","0","1","0","0","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Occasionally","Local TV news","Yes","In between","Sometimes","Democrats","Support","Strongly support","Support","Oppose","Not at all","Yes","No impact","Yes","0","0","0","0","1","0","1","0","0","0","1","Donald Trump","No opinion",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local radio","No","Right direction","Rarely","Republicans","Strongly oppose","Strongly oppose","Strongly support","Strongly oppose","Not at all","No","Increased my motivation to vote","No","1","0","0","0","0","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","No","Wrong track","Rarely","Neither is committed","Strongly oppose","Support","Strongly support","Oppose","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","1","0","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","Yes","Right direction","Rarely","Republicans","Strongly oppose","Strongly support","Strongly support","Strongly oppose","A great deal","Yes","Increased my motivation to vote","No","0","0","1","0","0","1","0","0","0","0","1","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Occasionally","National public radio","No","In between","Sometimes","Republicans","Oppose","Strongly oppose","Support","Strongly oppose","Not sure","Yes","No impact","No","0","0","0","0","1","1","1","0","0","0","0","Donald Trump","No opinion",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","Yes","Wrong track","Rarely","Republicans","Undecided","Undecided","Strongly support","Undecided","A great deal","Yes","Increased my motivation to vote","No","1","0","0","0","0","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","No","In between","Never","Neither is committed","Undecided","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","1","0","0","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","Yes","Right direction","Never","Neither is committed","Oppose","Undecided","Strongly support","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","1","0","0","0","1","1","0","0","0","0","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local TV news","Yes","Wrong track","Rarely","Neither is committed","Oppose","Support","Support","Support","Somewhat","Yes","Slightly increased my motivation to vote","No","0","1","1","0","0","1","0","0","0","0","0","Tom Steyer","Disapprove",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Rarely","Local radio","No","In between","Never","Neither is committed","Undecided","Strongly support","Strongly support","Support","A great deal","Yes","No impact","No","0","0","0","0","1","0","1","0","0","1","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","Yes","Right direction","Rarely","Neither is committed","Oppose","Support","Strongly support","Support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","0","0","1","1","1","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Occasionally","Local TV news","No","In between","Rarely","Neither is committed","Support","Support","Support","Support","Not at all","No","Slightly increased my motivation to vote","No","0","1","0","0","0","0","1","0","1","0","0","Don't Know / Would not vote","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Frequently","Local TV news","No","Right direction","Very often","Democrats","Strongly support","Support","Strongly support","Strongly support","Not at all","Yes","No impact","No","1","0","0","0","0","0","1","0","1","0","0","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","AR","The Republican party","Very Frequently","Local TV news","No","Right direction","Rarely","Republicans","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Not at all","Yes","No impact","No","0","0","0","0","1","0","1","0","0","0","1","Donald Trump","Approve",41
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Very Frequently","Local TV news","No","Wrong track","Rarely","Democrats","Strongly support","Strongly support","Oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","No","1","0","1","0","0","0","0","0","0","1","0","Pete Buttigieg","Disapprove",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Rarely","Cable news","Yes","Wrong track","Never","Neither is committed","Support","Oppose","Strongly support","Support","A great deal","Don't know / No opinion","Decreased my motivation to vote","No","1","0","1","0","0","0","0","0","1","0","0","Don't Know / Would not vote","Approve",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Rarely","National public radio","Yes","Wrong track","Rarely","Democrats","Strongly support","Strongly support","Strongly oppose","Strongly support","Not at all","Yes","No impact","No","1","1","0","1","0","0","0","0","0","0","0","Elizabeth Warren","Approve",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Frequently","Cable news","No","In between","Rarely","Democrats","Support","Strongly support","Strongly support","Strongly support","A great deal","Yes","No impact","Yes","0","0","0","0","1","0","0","0","0","1","1","Donald Trump","Approve",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Occasionally","Local TV news","No","In between","Rarely","They're equally committed","Strongly oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","1","1","0","0","0","1","Tom Steyer","Disapprove",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Very Frequently","Cable news","Yes","In between","Rarely","Neither is committed","Strongly oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","No","1","0","0","0","0","0","1","0","0","1","0","Bernie Sanders","Approve",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Very Frequently","Cable news","Yes","Right direction","Sometimes","Democrats","Support","Undecided","Strongly support","Strongly oppose","Not at all","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","1","0","0","1","0","Donald Trump","Approve",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Rarely","Local TV news","No","Wrong track","Rarely","Neither is committed","Strongly support","Support","Strongly support","Strongly support","Not at all","No","Decreased my motivation to vote","No","0","0","0","1","0","0","1","0","1","0","0","Don't Know / Would not vote","Disapprove",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Frequently","Cable news","No","Wrong track","Rarely","Neither is committed","Oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","1","0","0","1","0","1","0","0","0","0","Bernie Sanders","Disapprove",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Rarely","Cable news","No","In between","Sometimes","Republicans","Strongly support","Support","Strongly support","Oppose","Somewhat","Yes","Decreased my motivation to vote","Yes","0","0","0","0","1","0","0","0","1","1","0","Pete Buttigieg","Disapprove",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Frequently","Local TV news","Yes","In between","Sometimes","Don't know / No opinion","Support","Strongly support","Oppose","Strongly support","Not at all","Yes","No impact","Yes","0","0","0","0","0","0","1","0","0","1","1","Donald Trump","Approve",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Rarely","Do not have access to news","Yes","Wrong track","Rarely","Neither is committed","Support","Support","Strongly support","Strongly support","Not at all","No","Decreased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","1","0","Elizabeth Warren","Disapprove",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Very Frequently","Cable news","Yes","Right direction","Very often","Republicans","Strongly oppose","Undecided","Strongly support","Strongly oppose","Not at all","No","Increased my motivation to vote","No","1","0","0","0","1","0","0","0","0","1","0","Donald Trump","Approve",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Rarely","Local TV news","No","Wrong track","Rarely","Neither is committed","Strongly support","Strongly support","Strongly support","Support","Not at all","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","1","1","0","0","0","Don't Know / Would not vote","Approve",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Occasionally","Local TV news","No","Wrong track","Rarely","Neither is committed","Support","Strongly support","Support","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","1","0","0","0","1","0","0","0","0","1","0","Don't Know / Would not vote","Approve",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Rarely","Newspapers","Yes","Wrong track","Rarely","Don't know / No opinion","Oppose","Oppose","Strongly oppose","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","Yes","0","0","0","1","1","0","0","0","0","0","1","Tom Steyer","Disapprove",39
"36 or older","TRUE","FALSE","FALSE","FALSE","TRUE","Trade/technical/vocational training, Associate degree, college degree, or more","Over 10 years","KS","Independent","Occasionally","Cable news","No","In between","Rarely","Democrats","Strongly support","Support","Support","Support","Not at all","Yes","Slightly increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","0","1","Bernie Sanders","Disapprove",39
